Year	Country	What we tested	What we hoped to learn	What we learnt
2024	nan	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on a rain falling on leaves video
 
 2b. text on a rain falling on leaves video for the 1st half and the video of lavender field on the 2nd half
 
 2c. artblog
 
 2d. whiteboard animation from renderforest"	"2b
 ITJ: 8,787
 cost per ITJ: AUD0.11
 link"
2024	Laos	Stage 3: music testing	"Stage 3: which 5 seconds opening would
 interest the audience more
 3a. sad piano music
 3b. happy guitar music
 3c. sad piano music on the first part and the happy guitar music on the second part"	"3c
 ITJ: 7,980
 cost per ITJ: AUD0.12
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. (empty) - 1
 1b. (empty) - 2
 1c. (empty) - 3"	"The script (empty) - 2
 performed better than over other script with
 a cost per ITJ of AUD0.0007
 
 artblog
 performed better than any other
 style with a cost per ITJ of s0.0007
 
 sad piano music on the first part and the happy guitar music on the second part works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1B
 ITJ: 14,382
 Cost per ITJ: AUD0.07
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on a night street background
 
 2b. text on a rain falling on leaves video for the 1st half and the video of raining on grass on the 2nd half
 
 2c. artblog
 
 2d. customized animation from canva"	"2c
 ITJ: 13,427
 cost per ITJ: AUD0.07
 link"
2024	nan	Stage 3: music testing	"Stage 3: which music style would
 interest the audience more
 3a. intense film music
 3b. sad film music
 3c. sad guitar instrumental"	"3b
 ITJ: 4,363
 cost per ITJ: AUD0.16
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. fear of tomorrow 
 1b. fear of losing control 
 1c. fear of failure"	"The script fear of losing control 
 performed better than over other script with
 a cost per ITJ of AUD0.1765
 
 text on video of raining on grass 
 performed better than any other
 style with a cost per ITJ of AUD0.0006
 
 cta is the beginning of the video works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1B
 ITJ: 51
 Cost per ITJ x 100: AUD17.65
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. winner from Stage 1 - text on wheat background
 
 2b. text on video of raining on grass 
 
 2c. artblog from canva
 
 2d. text on video of raining on grass on the first half and text on video of raining on grass on the second half"	"2b
 ITJ: 14,500
 cost per ITJ x 100: AUD0.06
 link"
2024	Laos	Stage 3: cta test	"Stage 3: which 5 seconds opening would
 interest the audience more
 3a. no cta
 3b. cta is the beginning of the video
 3c. cta in the ending of the video"	"3b
 ITJ: 693
 cost per ITJ x 100: AUD1.19
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. something broken (broken) - 1
 1b. something broken (broken) - 2
 1c. something broken (broken) - 3"	"The script something broken (broken) - 2
 performed better than over other script with
 a cost per ITJ of AUD0.2117
 
 
 whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of AUD0.0028
 
 intense piano music works best
 
 the most dominant age is around 25‚-34
 and female had a better ITJ than male (1B
 ITJ: 24
 Cost per ITJ x 100: AUD21.17
 Link)"
2024	nan	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. text on lakeside nature grasses
 
 2b. artblog on canva
 
 2c. whiteboard animation from renderforest
 
 2d. text on raining background on the first half and text on lakeside nature grasses"	"2c
 ITJ: 3,618
 cost per ITJ x 100: AUD0.28
 link"
2024	Laos	Nan	Nan	Nan
2024	Laos	Stage 3: music test	"Stage 3: which 5 seconds opening would
 interest the audience more
 3a. intense piano music
 3b. sad piano music
 3c. cta in the ending of the video"	"3a
 ITJ: 3,468
 cost per ITJ x 100: AUD0.26
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. 1st pov - person experiencing pressure and transformation
 1b. 2nd pov - narrator
 1c. god's pov - jesus responding"	"The script 2nd pov - narrator
 performed better than over other script with
 a cost per ITJ of AUD0.1371
 
 
 whiteboard animation from renderforest
 performed better than any other
 style with a cost per ITJ of AUD0.0093
 
 sad piano music works best
 
 the most dominant age is around 18‚-24
 and female had a better ITJ than male (1B
 ITJ: 59
 Cost per ITJ x 100: AUD13.71
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. text on snowy background
 
 2b. d-id
 
 2c. artblog animation from canva
 
 2d. text on snowy background on the first half and text on simple nature background"	"2d
 ITJ: 1,605
 cost per ITJ x 100: AUD0.93
 link"
2024	Laos	Stage 3: music test	"Stage 3: which 5 seconds opening would
 interest the audience more
 3a. intense but soft music
 3b. acoustic guitar chill music
 3c. sad piano music"	"3a
 ITJ: 3,468
 cost per ITJ x 100: AUD0.16
 link"
2024	Laos	Stage 1: scripts	"Stage 1: which topic would interest the audience more
 1a. 1st pov - person experiencing pressure and transformation
 1b. 2nd pov - narrator
 1c. god's pov - jesus responding"	"The script 2nd pov - narrator
 performed better than over other script with
 a cost per ITJ of AUD0.1991
 
 
 text on graduation background
 performed better than any other
 style with a cost per ITJ of AUD0.0010
 
 9:16 works best
 
 the most dominant age is around 18‚-24
 and female had a better ITJ than male (1B
 ITJ: 46
 Cost per ITJ x 100: AUD19.91
 Link)"
2024	Laos	Stage 2: Format	"Stage 2: which format would interest the audience more
 
 2a. text on graduation background
 
 2b. 2d educational toolkit from renderforest 
 
 2c. d-id
 
 2d. artblog from canva"	"2a
 ITJ: 1,605
 cost per ITJ x 100: AUD0.10
 link"
2024	nan	Nan	Nan	Nan
2024	nan	Stage 3: ratio test	"Stage 3: which ratio would
 interest the audience more
 3a. 1:1
 3b. 9:16
 3c. 16:9"	"3b
 ITJ: 18,463
 cost per ITJ x 100: AUD0.09
 link"
2024	nan	Script & m/f vo.	"Which voice over will be more 
 engaging."	"Script with female vo was the 
 winning video"
2024	Thailand	Stage 1: scripts	What people think about purpose / meaning - purposeful life	Main learning: s1c confused about not knowing one's purpose in life (ITJ: 5,828; Cost per ITJ: AUD0.0037)
2024	Thailand	Stage 2: Format	Which format would interest the audience more	Main learning: 2a won for the video views campaign (ITJ: 5,803; Cost per ITJ: AUD0.0032)
2024	Thailand	Stage 1: scripts	What people think about suffering	Main learning: s1b broken relationship (ITJ: 4,205; Cost per ITJ: AUD0.0025)
2024	Thailand	Stage 2: Format	Which format would interest the audience more	Main learning: 2d - female synthesia (ITJ: 7,473; Cost per ITJ: AUD0.0025)
2024	Thailand	Stage 1: scripts	What people think about purpose / meaning - the meaning of life	Main learning: s1b suffering from broken relationship (ITJ: 8,734; Cost per ITJ: AUD0.0029)
2024	Thailand	Stage 2: Format	Which format would interest the audience more	Main learning: 2b - artblogs (ITJ: 5,810; Cost per ITJ: AUD0.0031)
2024	Thailand	Stage 1: scripts	What people think about hope / jesus - jesus the god of hope	Main learning: 1c the transformative power of hope in christ (ITJ: 3,892; Cost per ITJ: AUD0.0027)
2024	Thailand	Stage 2: Format	Which format would interest the audience more	Main learning: 2a - Stage 1 winner vid (ITJ: 7,545; Cost per ITJ: AUD0.0024)
2024	Thailand	Stage 1: scripts	What people think about hope / jesus - jesus the god of hope	Main learning: 1c the transformative power of hope in christ (ITJ: 3,892; Cost per ITJ: AUD0.0027)
2024	Thailand	Stage 2: Format	Which format would interest the audience more	Main learning: 2a - Stage 1 winner vid (ITJ: 7,545; Cost per ITJ: AUD0.0024)
2024	Thailand	Stage 1: scripts	We want to learn what the people think about 1a commenter's pov 1b first person's pov 1c god's pov	Main learning 1 : 1a commenter's pov (ITJ: 3,574; Cost per ITJ: AUD0.0032)
2024	Thailand	Stage 2: Format	Stage 2: which format would interest the audience more 2a - Stage 1 winner vid 2b - artblogs 2c - male synthesia 2d - female synthesia	Nan (ITJ: 3,574; Cost per ITJ: AUD0.0052)
2024	Thailand	Stage 3: 5sec openings	3a - Stage 2 winner vid 3b - both synthesia 3c - female vo	Nan (ITJ 1,022; Cost per ITJ: AUD1.47)
2024	Thailand	Stage 1: scripts	We want to learn what the people think about 1a commenter's pov 1b first person's pov 1c god's pov	Main learning 1 : 1a commenter's pov (ITJ: 3,574; Cost per ITJ: AUD0.0032)
2024	Thailand	Stage 2: Format	Stage 2: which format would interest the audience more 2a - Stage 1 winner vid 2b - artblogs 2c - male synthesia 2d - female synthesia	Nan (ITJ: 3,574; Cost per ITJ: AUD0.0052)
2024	Thailand	Stage 3: 5sec openings	3a - Stage 2 winner vid 3b - both synthesia 3c - female vo	Nan (ITJ 1,022; Cost per ITJ: AUD1.47)
2024	Thailand	Stage 1: scripts	We want to learn what the people think about 1a commenter's pov 1b first person's pov 1c god's pov	Main learning 1 : 1a commenter's pov (ITJ: 3,574; Cost per ITJ: AUD0.0032)
2024	Thailand	Stage 2: Format	Stage 2: which format would interest the audience more 2a - Stage 1 winner vid 2b - artblogs 2c - male synthesia 2d - female synthesia	Nan (ITJ: 3,574; Cost per ITJ: AUD0.0052)
2024	Thailand	Stage 3: 5sec openings	3a - Stage 2 winner vid 3b - both synthesia 3c - female vo	Nan (ITJ 1,022; Cost per ITJ: AUD1.47)
2024	Thailand	Stage 1: scripts	We want to learn what the people think about 1a commenter's pov 1b first person's pov 1c god's pov	Main learning 1 : 1a god's pov (ITJ: 6,205; Cost per ITJ: AUD0.0019)
2024	Thailand	Stage 2: Format	Stage 2: which format would interest the audience more 2a - Stage 1 winner vid 2b - artblogs 2c - male synthesia 2d - female synthesia	Nan (ITJ: 6,565; Cost per ITJ: AUD0.0016)
2024	Thailand	Stage 3: 5sec openings	3a - Stage 2 winner vid 3b - both synthesia 3c - female vo	Nan (ITJ 6,565; Cost per ITJ: AUD0.16)
2024	Thailand	Stage 1: scripts	We want to learn what the people think about 1a commenter's pov 1b first person's pov 1c god's pov	Main learning 1 : 1a god's pov (ITJ: 892; Cost per ITJ: AUD0.0080)
2024	Thailand	Stage 2: Format	Stage 2: which format would interest the audience more 2a - Stage 1 winner vid 2b - artblogs 2c - male synthesia 2d - female synthesia	Nan (ITJ: 2,859; Cost per ITJ: AUD0.0067)
2024	Thailand	Stage 3: 5sec openings	3a - Stage 2 winner vid 3b - both synthesia 3c - female vo	Nan (ITJ 1,439; Cost per ITJ: AUD0.63)
2024	Vietnam	Script	Which script would interest the audience more (anxious, frustrated, confused)	The script anxious about not knowing one's purpose in life works better. (ITJ: 25,325; Cost per ITJ: 0.0009 AUD; Gender: Female; Age: 45-54)
2024	Vietnam	Format 	Which format would interest the audience more (text on abstract, artblogs, d-id man, d-id woman)	The format artblogs works better. (ITJ: 24,301; Cost per ITJ: 0.0008 AUD; Gender: Female; Age: 45-54)
2024	Vietnam	VO	Which vo would interest the audience more (artblog, artblog with d-id man, artblog with d-id woman)	Artblog (same as Stage 2 winner) works best (ITJ: 10,687; Cost per ITJ: 0.0009 AUD; Gender: Female; Age: 45-54)
2024	Vietnam	Script	Which script would interest the audience more (money, broken relationship, hardship)	The script suffering from money issue works better. (ITJ: 8,058; Cost per ITJ: 0.0013 AUD; Gender: Male; Age: 35-44)
2024	Vietnam	Format 	Which format would interest the audience more (text on abstract, artblog, d-id man, d-id woman)	The format d-id - 25 y/o vietnamese man works better. (ITJ: 14,898; Cost per ITJ: 0.0014 AUD; Gender: Male; Age: 18-24)
2024	Vietnam	Age 	Which age of d-id talent would interest the audience more (25 y/o man, 45 y/o man, 55 y/o man)	Age of d-id talent d-id - 45 y/o vietnamese man work better (ITJ: 8,346; Cost per ITJ: 0.0012 AUD; Gender: Male; Age: 35-44)
2024	Vietnam	Script	Which script would interest the audience more (emptiness, despair, isolation)	The script isolation works better. (ITJ: 23,427; Cost per ITJ: 0.0011 AUD; Gender: Female; Age: 35-44)
2024	Vietnam	Format 	Which format would interest the audience more (text on abstract, artblog, d-id realistic man, d-id pixar man)	The format text on abstract background - Stage 1 - winner vid works better. (ITJ: 10,029; Cost per ITJ: 0.0031 AUD; Gender: Female; Age: 35-40)
2024	Vietnam	Call to action	Which cta would make the audience engage more (various ctas)	The cta b·∫°n c·∫ßn tr·∫£i l√≤ng h√£y tr√≤ chuy·ªán c√πng ch√∫ng t√¥i ngay! work better (ITJ: 7,653; Cost per ITJ: 0.0032 AUD; Gender: Male; Age: 35-44)
2024	Vietnam	Script	Which script would interest the audience more (experiencing hope, finding hope, transformative power)	The script experiencing hope through faith worked better (ITJ: 1,979; Cost per ITJ: 0.0082 AUD; Gender: Male; Age: 45-54)
2024	Vietnam	Format	Which format would interest the audience more (text on abstract, artblog, d-id male animation, d-id male realistic)	The format artblog worked better (ITJ: 3,808; Cost per ITJ: 0.0076 AUD; Gender: Female; Age: 55-64)
2024	Vietnam	Vo 	Which vo would make the audience engage more (artblog male d-id, artblog female d-id, artblog no vo)	The vo artblog as in Stage 2b - male voice d-id worked better (ITJ: 1,699; Cost per ITJ: 0.0104 AUD; Gender: Female; Age: 55-64)
2024	Vietnam	Script	Which script would interest the audience more (goodbye friend, heartache, left alone)	The script goodbye friend worked better (ITJ: 1,066; Cost per ITJ: 0.0088 AUD; Gender: Female; Age: 55-64)
2024	Vietnam	Format	Which format would interest the audience more (same as Stage 1a, animation, artblog, d-id young man cartoon)	The format d-id young man cartoon worked better (ITJ: 2,849; Cost per ITJ: 0.0042 AUD; Gender: Female; Age: 45-54)
2024	Vietnam	Ratio	Which ratio would make the audience engage more (various d-id options)	The ratio d-id young man more realistic worked better (ITJ: 6,653; Cost per ITJ: 0.0043 AUD; Gender: Female; Age: 55‚-64)
